Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Mother's occupation,Father's occupation
1,17,1,Management,daytime,Secondary education,130.0,Portuguese,19,1,117.8,yes,no,no,yes,1,0,20,0,0,5,8,3,11.0,0,0,5,11,3,12.0,0,10.8,1.4,1.74,Enrolled,"Skilled Workers in Industry, Construction and Craftsmen",Administrative staff
1,1,1,Animation and Multimedia Design,daytime,Secondary education,161.0,Portuguese,37,37,144.2,yes,no,no,yes,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,Unskilled Workers,Unskilled Workers
1,44,1,Tourism,daytime,Technological specialization course,130.0,Portuguese,39,39,130.0,yes,no,yes,yes,1,0,23,0,0,6,12,3,11.5,0,0,6,12,3,10.666666666666666,0,8.9,1.4,3.51,Enrolled,Meal preparation assistants,"Unskilled workers in extractive industry, construction, manufacturing and transport"
1,42,1,Nursing,daytime,Secondary education,111.0,Portuguese,1,3,128.2,yes,no,no,yes,1,0,23,0,0,8,8,8,12.5075,0,0,8,8,8,12.5075,0,9.4,-0.8,-3.12,Graduate,Unskilled Workers,Armed Forces Professions
1,53,1,Agronomy,daytime,Professional higher technical course,140.0,Portuguese,3,38,135.3,no,no,no,yes,1,0,21,0,7,12,18,11,12.090909090909092,0,5,12,14,11,12.0,0,8.9,1.4,3.51,Graduate,"Office workers, secretaries in general and data processing operators",personal service workers
1,1,1,Equinculture,daytime,Secondary education,132.0,Portuguese,1,1,143.9,yes,no,no,yes,1,0,20,0,0,5,14,2,11.0,3,0,5,9,3,12.666666666666666,0,9.4,-0.8,-3.12,Enrolled,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
1,39,1,Management (evening attendance),evening,Secondary education,139.0,Portuguese,1,1,140.7,no,no,no,yes,1,0,25,0,0,5,13,1,10.0,0,0,5,8,2,11.333333333333334,0,12.4,0.5,1.79,Dropout,Administrative staff,Armed Forces Professions
1,1,1,Equinculture,daytime,Secondary education,132.0,Portuguese,19,38,130.4,yes,no,no,yes,1,0,18,0,0,6,6,6,13.5,0,0,6,9,5,13.2,0,8.9,1.4,3.51,Graduate,Unskilled Workers,Unskilled Workers
1,1,6,Communication Design,daytime,Frequency of higher education,119.0,Portuguese,1,1,123.2,yes,no,no,yes,1,0,22,0,0,6,6,6,14.166666666666666,0,0,6,8,6,13.625,0,10.8,1.4,1.74,Graduate,Unskilled Workers,Unskilled Workers
1,39,1,Advertising and Marketing Management,daytime,Secondary education,133.1,Portuguese,19,19,118.0,no,no,no,yes,1,0,27,0,0,6,7,6,14.0,0,0,6,7,6,14.714285714285714,0,8.9,1.4,3.51,Graduate,Intermediate Level Technicians and Professions,Unskilled Workers
1,39,1,Agronomy,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,4,1,120.0,no,no,no,yes,1,0,25,0,0,3,4,0,0.0,0,0,3,5,0,0.0,0,16.2,0.3,-0.92,Dropout,Specialists in Intellectual and Scientific Activities,Administrative staff
1,17,4,Informatics Engineering,daytime,Secondary education,129.0,Portuguese,34,36,118.9,yes,no,no,yes,1,0,18,0,0,5,9,3,11.666666666666666,0,0,5,10,3,11.333333333333334,4,7.6,2.6,0.32,Dropout,Student,"Personal Services, Security and Safety Workers and Sellers"
1,17,1,Veterinary Nursing,daytime,Secondary education,128.0,Portuguese,38,19,117.2,no,no,no,yes,1,0,20,0,0,5,7,5,14.6,1,0,5,5,5,14.2,0,12.7,3.7,-1.7,Graduate,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers
1,39,1,Agronomy,daytime,Secondary education,120.0,Portuguese,3,4,120.0,no,no,no,yes,1,0,27,0,0,6,10,5,13.0,0,0,6,13,5,11.5,0,16.2,0.3,-0.92,Graduate,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities
1,1,1,Social Service (evening attendance),evening,Secondary education,130.0,Portuguese,1,1,118.1,no,no,no,yes,1,0,20,0,0,6,7,6,12.166666666666666,0,0,6,9,6,12.0,0,7.6,2.6,0.32,Graduate,Unskilled Workers,Unskilled Workers
1,1,1,Management,daytime,Secondary education,130.0,Portuguese,38,37,124.8,yes,no,no,yes,1,0,22,0,0,5,9,0,0.0,0,0,5,5,1,12.0,0,7.6,2.6,0.32,Dropout,Unskilled Workers,Unskilled Workers
1,17,6,Informatics Engineering,daytime,Secondary education,111.0,Portuguese,19,3,106.5,yes,no,no,yes,1,0,19,0,0,5,10,3,10.5,0,0,5,11,3,10.8,0,12.4,0.5,1.79,Dropout,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions
1,1,6,Management,daytime,Secondary education,121.0,Portuguese,3,19,116.8,no,no,no,yes,1,0,20,0,0,5,14,3,12.4,0,0,5,8,5,10.833333333333334,0,13.9,-0.3,0.79,Enrolled,Administrative staff,"Personal Services, Security and Safety Workers and Sellers"
1,43,4,Animation and Multimedia Design,daytime,Secondary education,117.0,Portuguese,19,12,109.3,no,no,no,yes,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,Unskilled Workers,Armed Forces Professions
2,39,1,Veterinary Nursing,daytime,12th year of schooling - not completed,133.1,Portuguese,1,1,120.0,yes,no,no,no,1,0,29,0,0,5,12,0,0.0,4,0,5,8,0,0.0,1,9.4,-0.8,-3.12,Dropout,Administrative staff,Administrative staff
1,1,2,Nursing,daytime,Secondary education,149.0,Portuguese,3,1,137.5,no,no,no,yes,1,0,19,0,0,8,8,7,13.828571428571427,0,0,8,8,7,13.828571428571427,0,12.7,3.7,-1.7,Graduate,Unskilled Workers,Unskilled Workers
1,39,2,Management (evening attendance),evening,Secondary education,172.0,Portuguese,19,37,150.0,yes,no,no,yes,0,1,28,0,0,5,7,5,10.6,0,0,5,6,5,10.2,0,9.4,-0.8,-3.12,Enrolled,Unskilled Workers,Installation and Machine Operators and Assembly Workers
2,1,1,Social Service,daytime,Secondary education,134.0,Portuguese,37,37,120.4,no,no,no,yes,0,0,20,0,0,6,7,6,11.5,0,0,6,6,6,11.666666666666666,0,7.6,2.6,0.32,Graduate,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,1,4,Communication Design,daytime,Secondary education,136.0,Portuguese,37,37,136.7,yes,no,no,yes,0,0,20,0,0,6,6,4,13.5,0,0,6,8,6,13.625,0,10.8,1.4,1.74,Graduate,Unskilled Workers,Installation and Machine Operators and Assembly Workers
1,39,1,Social Service (evening attendance),evening,Secondary education,133.1,Portuguese,34,5,118.5,yes,no,no,yes,0,0,31,0,0,6,12,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,Student,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers"
1,17,5,Nursing,daytime,Secondary education,141.0,Portuguese,12,1,133.0,yes,no,no,yes,0,0,18,0,0,7,8,7,12.5375,0,0,8,9,7,12.614285714285714,0,13.9,-0.3,0.79,Graduate,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,17,1,Advertising and Marketing Management,daytime,Secondary education,141.0,Portuguese,1,19,128.8,yes,no,no,yes,0,0,19,0,0,6,6,6,14.833333333333334,0,0,6,8,6,13.285714285714286,0,8.9,1.4,3.51,Enrolled,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Management,daytime,Secondary education,148.0,Portuguese,37,38,133.0,yes,no,no,yes,0,0,18,0,0,5,10,4,12.0,0,0,5,9,4,12.8,0,13.9,-0.3,0.79,Graduate,Unskilled Workers,Installation and Machine Operators and Assembly Workers
1,17,1,Tourism,daytime,Secondary education,102.0,Portuguese,37,37,102.0,no,no,no,yes,0,0,19,0,0,6,8,5,11.8,0,0,6,8,5,11.6,0,10.8,1.4,1.74,Graduate,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Management,daytime,Secondary education,143.0,Portuguese,1,19,133.9,no,no,no,yes,0,1,18,0,0,5,5,5,15.0,0,0,5,5,5,15.2,0,12.7,3.7,-1.7,Graduate,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
1,17,1,Veterinary Nursing,daytime,Secondary education,120.0,Portuguese,38,19,127.0,no,no,no,yes,0,0,19,0,0,5,7,3,12.0,0,0,5,7,5,13.2,0,7.6,2.6,0.32,Graduate,Other Situation,Other Situation
1,17,1,Journalism and Communication,daytime,Secondary education,121.0,Portuguese,38,38,120.4,yes,no,no,yes,0,1,18,0,0,6,6,6,12.833333333333334,0,0,6,7,6,12.285714285714286,0,15.5,2.8,-4.06,Graduate,Unskilled Workers,Installation and Machine Operators and Assembly Workers
1,1,3,Tourism,daytime,Secondary education,122.0,Portuguese,37,37,124.5,yes,no,no,yes,0,0,19,0,0,6,12,6,11.666666666666666,0,0,6,14,3,12.0,0,7.6,2.6,0.32,Graduate,Unskilled Workers,Intermediate Level Technicians and Professions
1,1,4,Oral Hygiene,daytime,Secondary education,122.0,Portuguese,37,1,123.9,no,no,no,yes,0,0,19,0,0,7,9,7,12.1625,0,0,8,8,8,13.825,0,13.9,-0.3,0.79,Graduate,"Personal Services, Security and Safety Workers and Sellers",Administrative staff
1,1,2,Advertising and Marketing Management,daytime,Secondary education,123.0,Portuguese,19,1,117.8,yes,no,no,yes,0,0,18,0,0,6,6,6,13.833333333333334,0,0,6,11,6,14.555555555555555,0,10.8,1.4,1.74,Graduate,Unskilled Workers,Intermediate Level Technicians and Professions
1,1,1,Nursing,daytime,Secondary education,133.0,Portuguese,3,19,126.7,no,no,no,yes,0,0,19,0,0,7,12,4,12.45,0,0,7,11,5,11.7,0,16.2,0.3,-0.92,Enrolled,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers
1,44,1,Advertising and Marketing Management,daytime,Technological specialization course,110.0,Portuguese,37,1,110.0,no,no,no,yes,0,1,20,0,2,6,9,6,12.125,0,2,6,7,6,13.571428571428571,0,11.1,0.6,2.02,Graduate,Unskilled Workers,Administrative staff
1,17,1,Advertising and Marketing Management,daytime,Secondary education,155.0,Portuguese,1,19,134.7,yes,no,no,yes,0,0,20,0,0,6,8,5,13.4,0,0,6,10,4,13.0,0,12.7,3.7,-1.7,Enrolled,Administrative staff,Installation and Machine Operators and Assembly Workers
1,17,1,Agronomy,daytime,Secondary education,119.0,Portuguese,37,37,113.2,no,no,yes,yes,0,0,20,0,0,6,8,6,13.333333333333334,0,0,6,8,5,14.0,0,11.1,0.6,2.02,Enrolled,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
1,39,1,Management (evening attendance),evening,Higher education - degree,120.0,Portuguese,37,37,141.0,no,no,no,yes,0,0,29,0,10,15,15,11,11.454545454545457,0,9,13,16,11,11.545454545454543,0,10.8,1.4,1.74,Dropout,Unskilled Workers,Unskilled Workers
1,17,1,Basic Education,daytime,Secondary education,133.1,Portuguese,38,12,111.5,no,no,no,no,0,1,20,0,0,6,10,4,12.0,0,0,6,14,3,10.0,0,7.6,2.6,0.32,Dropout,"Skilled Workers in Industry, Construction and Craftsmen",Student
4,39,1,Basic Education,daytime,Secondary education,143.0,Portuguese,37,1,140.0,no,no,yes,no,0,0,31,0,0,7,8,6,12.666666666666666,0,0,7,9,5,12.6,0,8.9,1.4,3.51,Dropout,Unskilled Workers,Armed Forces Professions
1,17,1,Advertising and Marketing Management,daytime,Secondary education,149.0,Portuguese,19,37,134.3,no,yes,no,yes,0,0,20,0,0,6,7,6,12.666666666666666,0,0,6,9,6,13.77777777777778,0,10.8,1.4,1.74,Graduate,"Skilled Workers in Industry, Construction and Craftsmen",Administrative staff
1,17,1,Agronomy,daytime,Secondary education,133.0,Portuguese,38,37,125.3,yes,no,no,yes,0,0,21,0,12,18,22,18,11.88888888888889,1,11,13,13,13,11.461538461538462,0,15.5,2.8,-4.06,Graduate,Unskilled Workers,Unskilled Workers
1,7,1,Equinculture,daytime,Higher education - degree,140.0,Portuguese,19,38,140.0,yes,no,no,yes,0,0,23,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,Unskilled Workers,Unskilled Workers
1,17,5,Communication Design,daytime,Secondary education,122.0,Portuguese,19,38,119.6,no,no,yes,no,0,0,21,0,0,6,6,4,13.0,0,0,6,8,4,11.6,0,10.8,1.4,1.74,Dropout,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen"
1,7,1,Nursing,daytime,Higher education - degree (1st cycle),170.0,Portuguese,1,1,170.0,no,no,no,yes,0,0,24,0,4,7,7,7,16.885714285714283,0,3,8,9,8,15.744444444444444,0,16.2,0.3,-0.92,Graduate,Unskilled Workers,Administrative staff
1,39,1,Social Service (evening attendance),evening,Secondary education,120.0,Portuguese,1,1,150.5,no,no,no,yes,0,0,27,0,0,6,6,6,12.5,0,1,6,6,6,12.333333333333334,0,15.5,2.8,-4.06,Graduate,Administrative staff,Administrative staff
1,1,1,Nursing,daytime,Secondary education,143.0,Portuguese,1,37,128.0,no,no,no,yes,0,1,18,0,0,7,9,7,13.055555555555555,0,0,8,8,8,15.8125,0,13.9,-0.3,0.79,Graduate,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers
1,1,3,Animation and Multimedia Design,daytime,Secondary education,115.0,Portuguese,9,1,108.7,yes,no,no,no,0,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
1,17,1,Equinculture,daytime,Secondary education,123.0,Portuguese,19,3,121.6,yes,no,yes,yes,0,1,19,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities
1,1,6,Nursing,daytime,Secondary education,131.0,Portuguese,38,19,125.3,yes,no,no,yes,0,1,19,0,0,8,8,7,12.355714285714283,0,0,8,8,7,12.355714285714283,0,10.8,1.4,1.74,Graduate,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen"
1,17,1,Veterinary Nursing,daytime,Secondary education,127.0,Portuguese,19,38,117.6,no,no,no,yes,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,Meal preparation assistants,"Unskilled workers in extractive industry, construction, manufacturing and transport"
1,43,3,Nursing,daytime,Secondary education,126.0,Portuguese,38,37,124.3,yes,no,no,yes,0,1,18,0,0,7,8,5,11.98,0,0,7,8,5,11.98,0,7.6,2.6,0.32,Enrolled,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers"
1,1,2,Basic Education,daytime,Secondary education,112.0,Portuguese,37,37,106.1,yes,no,yes,yes,0,1,20,0,0,7,7,7,13.857142857142858,0,0,7,8,7,12.571428571428571,0,8.9,1.4,3.51,Graduate,cleaning workers,assembly workers
2,1,1,Social Service (evening attendance),evening,Secondary education,150.0,Portuguese,1,37,139.9,yes,no,no,yes,0,0,24,0,0,6,9,5,13.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Communication Design,daytime,Secondary education,116.0,Portuguese,1,1,110.8,yes,no,no,yes,0,0,20,0,0,6,6,6,12.833333333333334,0,0,6,10,6,11.166666666666666,0,12.4,0.5,1.79,Graduate,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers"
1,17,3,Management,daytime,Secondary education,118.0,Portuguese,1,19,118.0,no,no,no,yes,0,0,20,0,0,5,11,4,11.0,0,0,5,7,5,13.2,0,12.4,0.5,1.79,Enrolled,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Nursing,daytime,Secondary education,130.0,Portuguese,19,37,117.8,yes,no,no,yes,0,1,19,0,0,8,8,7,12.357142857142858,0,0,8,8,7,12.357142857142858,0,12.7,3.7,-1.7,Graduate,Unskilled Workers,Unskilled Workers
1,1,6,Nursing,daytime,Secondary education,144.0,Portuguese,1,37,127.5,yes,no,no,yes,0,1,18,0,0,8,8,7,13.857142857142858,0,0,8,8,7,13.857142857142858,0,12.7,3.7,-1.7,Graduate,Unskilled Workers,Unskilled Workers
1,17,2,Social Service,daytime,Higher education - degree,105.0,Portuguese,37,37,129.7,yes,no,no,yes,0,1,20,0,0,6,6,6,12.333333333333334,0,0,6,6,6,10.666666666666666,0,9.4,-0.8,-3.12,Graduate,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers
1,17,1,Nursing,daytime,Secondary education,143.0,Portuguese,37,37,130.6,yes,no,no,yes,0,0,20,0,0,7,8,7,12.847142857142858,0,0,8,10,8,13.788888888888888,0,16.2,0.3,-0.92,Graduate,Unskilled Workers,Installation and Machine Operators and Assembly Workers
1,17,2,Nursing,daytime,Secondary education,137.0,Portuguese,19,37,126.3,yes,no,no,yes,0,1,19,0,0,7,9,6,12.339999999999998,0,0,8,9,8,13.01875,0,11.1,0.6,2.02,Graduate,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen"
1,44,1,Veterinary Nursing,daytime,Technological specialization course,140.0,Portuguese,3,1,140.0,yes,no,no,yes,0,0,19,0,0,6,10,5,12.666666666666666,0,0,6,19,4,11.75,0,12.4,0.5,1.79,Enrolled,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions
1,1,1,Journalism and Communication,daytime,Secondary education,133.1,Portuguese,3,19,105.0,yes,no,no,yes,0,0,20,0,0,6,6,6,13.833333333333334,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Graduate,Administrative staff,"Personal Services, Security and Safety Workers and Sellers"
1,17,2,Management,daytime,Secondary education,116.0,Portuguese,1,38,114.6,yes,no,no,yes,0,0,19,0,0,5,15,2,10.75,0,0,5,11,2,10.0,0,13.9,-0.3,0.79,Dropout,Administrative staff,Intermediate Level Technicians and Professions
1,17,5,Basic Education,daytime,Secondary education,117.0,Portuguese,38,38,114.6,yes,no,no,yes,0,0,19,0,0,6,11,4,13.25,0,0,6,10,4,10.25,0,9.4,-0.8,-3.12,Dropout,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,1,Nursing,daytime,Secondary education,137.0,Portuguese,38,37,131.0,yes,no,no,yes,0,1,18,0,0,8,8,8,13.73125,0,0,8,8,8,13.73125,0,9.4,-0.8,-3.12,Graduate,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers"
1,17,4,Communication Design,daytime,Secondary education,116.0,Portuguese,38,37,109.0,no,no,no,yes,0,1,23,0,0,6,6,6,13.333333333333334,0,0,6,8,3,12.666666666666666,0,11.1,0.6,2.02,Dropout,Unskilled Workers,Unskilled Workers
1,1,1,Basic Education,daytime,Secondary education,133.1,Portuguese,19,19,132.0,yes,no,no,yes,0,0,21,0,0,6,8,5,12.0,0,0,6,9,5,10.8,0,12.7,3.7,-1.7,Dropout,Unskilled Workers,Installation and Machine Operators and Assembly Workers
1,44,1,Social Service (evening attendance),evening,Technological specialization course,130.0,Portuguese,37,38,130.0,yes,no,no,yes,0,0,23,0,5,9,10,9,10.88888888888889,0,3,8,10,6,11.333333333333334,0,11.1,0.6,2.02,Graduate,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
1,1,3,Nursing,daytime,Secondary education,106.0,Portuguese,19,37,109.5,yes,no,no,yes,0,0,19,0,0,7,8,7,13.025,0,0,8,9,8,13.811111111111112,0,13.9,-0.3,0.79,Graduate,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,2,Journalism and Communication,daytime,Secondary education,125.0,Portuguese,1,38,115.9,yes,no,no,yes,0,0,18,0,0,6,6,6,13.0,0,0,6,6,6,14.166666666666666,0,12.4,0.5,1.79,Graduate,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
1,1,1,Journalism and Communication,daytime,Secondary education,134.0,Portuguese,19,37,131.6,yes,yes,no,yes,0,0,19,0,0,6,10,5,11.8,0,0,6,10,5,12.0,0,10.8,1.4,1.74,Graduate,Unskilled Workers,Unskilled Workers
1,39,1,Nursing,daytime,Secondary education,133.1,Portuguese,19,37,120.0,no,no,no,yes,0,1,25,0,0,8,8,7,12.042857142857144,0,0,8,8,7,12.042857142857144,0,12.7,3.7,-1.7,Graduate,Unskilled Workers,Unskilled Workers
1,1,2,Basic Education,daytime,Secondary education,117.0,Portuguese,1,38,109.7,yes,no,no,yes,0,0,19,0,0,6,9,5,12.2,0,0,6,10,4,13.0,0,9.4,-0.8,-3.12,Enrolled,Administrative staff,Unskilled Workers
1,1,1,Nursing,daytime,Secondary education,136.0,Portuguese,1,19,136.4,no,no,no,yes,0,1,19,0,0,7,8,7,12.8375,0,0,8,8,8,15.5,0,13.9,-0.3,0.79,Graduate,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen"
1,39,1,Oral Hygiene,daytime,Secondary education,120.0,Portuguese,38,38,120.0,no,no,yes,yes,0,1,24,0,0,7,13,7,11.0,0,0,8,13,7,11.7,0,12.7,3.7,-1.7,Graduate,cleaning workers,"Unskilled workers in extractive industry, construction, manufacturing and transport"
1,1,1,Advertising and Marketing Management,daytime,Secondary education,135.0,Portuguese,37,37,132.6,yes,no,no,yes,0,1,18,0,0,6,7,6,13.5,0,0,6,9,5,14.0,0,8.9,1.4,3.51,Graduate,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,5,Social Service,daytime,Secondary education,122.0,Portuguese,37,37,112.9,yes,no,no,yes,0,1,19,0,0,6,8,6,12.125,0,0,6,7,6,12.714285714285714,0,16.2,0.3,-0.92,Graduate,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers"
1,1,5,Nursing,daytime,Secondary education,147.0,Portuguese,37,37,134.3,no,no,no,yes,0,1,18,0,0,8,12,7,12.62857142857143,0,0,8,12,7,12.62857142857143,0,12.7,3.7,-1.7,Graduate,Unskilled Workers,Unskilled Workers
1,39,1,Management (evening attendance),evening,Secondary education,120.0,Portuguese,38,1,123.2,no,no,no,yes,0,0,27,0,0,5,9,3,10.666666666666666,0,0,5,7,4,11.4,0,10.8,1.4,1.74,Enrolled,Unskilled Workers,Administrative staff
1,17,3,Social Service,daytime,Secondary education,121.0,Portuguese,1,1,117.2,no,no,no,yes,0,0,19,0,0,6,11,5,11.2,0,0,6,13,5,11.6,0,15.5,2.8,-4.06,Graduate,Administrative staff,"Personal Services, Security and Safety Workers and Sellers"
1,18,1,Journalism and Communication,daytime,Secondary education,135.0,Portuguese,1,1,129.8,no,no,no,yes,0,1,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,11.833333333333334,0,12.7,3.7,-1.7,Dropout,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
2,39,1,Advertising and Marketing Management,daytime,Secondary education,130.0,Portuguese,37,37,158.0,no,no,yes,no,0,0,34,0,0,6,7,4,13.5,0,0,6,6,0,0.0,6,12.7,3.7,-1.7,Dropout,Unskilled Workers,Student
1,1,6,Management,daytime,Secondary education,128.0,Portuguese,37,37,116.5,no,no,no,yes,0,0,18,0,0,5,9,3,11.666666666666666,0,0,5,15,2,11.0,0,7.6,2.6,0.32,Enrolled,Unskilled Workers,Unskilled Workers
1,1,1,Management,daytime,Secondary education,129.0,Portuguese,37,38,121.0,yes,no,no,yes,0,0,18,0,0,5,8,2,10.5,0,0,5,7,3,12.333333333333334,0,7.6,2.6,0.32,Enrolled,Administrative staff,Unskilled Workers
1,1,3,Nursing,daytime,Secondary education,143.0,Portuguese,37,38,133.8,yes,no,no,yes,0,0,18,0,0,8,8,8,14.26875,0,0,8,8,8,14.26875,0,9.4,-0.8,-3.12,Enrolled,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen"
1,1,2,Journalism and Communication,daytime,Secondary education,108.0,Portuguese,38,38,115.0,yes,no,yes,no,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Management,daytime,Secondary education,130.0,Portuguese,19,37,131.8,yes,no,no,yes,0,1,19,0,0,5,8,2,10.5,0,0,5,11,3,13.333333333333334,0,7.6,2.6,0.32,Enrolled,Unskilled Workers,Unskilled Workers
1,1,1,Social Service,daytime,Secondary education,135.0,Portuguese,37,1,121.0,no,no,no,yes,0,0,21,0,0,6,11,5,11.2,0,0,6,15,1,10.0,0,7.6,2.6,0.32,Enrolled,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers"
2,39,1,Management (evening attendance),evening,Higher education - degree,140.0,Portuguese,19,19,152.4,no,no,no,yes,0,0,26,0,0,5,5,5,12.0,0,0,5,6,5,14.833333333333334,0,10.8,1.4,1.74,Graduate,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,43,2,Oral Hygiene,daytime,Secondary education,120.0,Portuguese,1,19,110.2,no,no,no,yes,0,0,27,0,0,7,9,7,12.228571428571428,0,1,8,10,8,13.2125,0,10.8,1.4,1.74,Graduate,Administrative staff,Intermediate Level Technicians and Professions
1,1,1,Advertising and Marketing Management,daytime,Secondary education,117.0,Portuguese,1,38,113.5,yes,no,no,yes,0,0,20,0,0,5,6,4,11.5,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,Graduate,"Personal Services, Security and Safety Workers and Sellers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers"
1,17,1,Social Service,daytime,Secondary education,151.0,Portuguese,19,1,144.4,yes,no,no,yes,0,0,18,0,0,6,8,6,15.375,0,0,6,7,6,16.428571428571427,0,16.2,0.3,-0.92,Graduate,"Personal Services, Security and Safety Workers and Sellers",Student
1,53,1,Veterinary Nursing,daytime,Professional higher technical course,140.0,Portuguese,1,1,143.3,yes,no,no,no,0,0,23,0,7,12,19,9,13.666666666666666,0,4,9,15,6,13.5,0,8.9,1.4,3.51,Enrolled,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,39,1,Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,1,5,100.0,no,no,no,yes,0,0,24,0,0,8,11,7,12.614285714285714,0,0,8,11,7,12.614285714285714,0,12.7,3.7,-1.7,Graduate,Administrative staff,Intermediate Level Technicians and Professions
